game_num,agent_name,chip_delta,won
191,MCCFRAgent_1,100,True
191,MCCFRAgent_2,-100,False
192,MCCFRAgent_1,2,True
192,MCCFRAgent_2,-2,False
193,MCCFRAgent_1,0,False
193,MCCFRAgent_2,0,False
194,MCCFRAgent_1,-2,False
194,MCCFRAgent_2,2,True
195,MCCFRAgent_1,32,True
195,MCCFRAgent_2,-32,False
196,MCCFRAgent_1,-2,False
196,MCCFRAgent_2,2,True
197,MCCFRAgent_1,-11,False
197,MCCFRAgent_2,11,True
198,MCCFRAgent_1,2,True
198,MCCFRAgent_2,-2,False
199,MCCFRAgent_1,-2,False
199,MCCFRAgent_2,2,True
200,MCCFRAgent_1,17,True
200,MCCFRAgent_2,-17,False
201,MCCFRAgent_1,-1,False
201,MCCFRAgent_2,1,True
202,MCCFRAgent_1,2,True
202,MCCFRAgent_2,-2,False
203,MCCFRAgent_1,-16,False
203,MCCFRAgent_2,16,True
204,MCCFRAgent_1,2,True
204,MCCFRAgent_2,-2,False
205,MCCFRAgent_1,100,True
205,MCCFRAgent_2,-100,False
206,MCCFRAgent_1,2,True
206,MCCFRAgent_2,-2,False
207,MCCFRAgent_1,-1,False
207,MCCFRAgent_2,1,True
208,MCCFRAgent_1,-2,False
208,MCCFRAgent_2,2,True
209,MCCFRAgent_1,2,True
209,MCCFRAgent_2,-2,False
210,MCCFRAgent_1,2,True
210,MCCFRAgent_2,-2,False
211,MCCFRAgent_1,2,True
211,MCCFRAgent_2,-2,False
212,MCCFRAgent_1,2,True
212,MCCFRAgent_2,-2,False
213,MCCFRAgent_1,4,True
213,MCCFRAgent_2,-4,False
214,MCCFRAgent_1,2,True
214,MCCFRAgent_2,-2,False
215,MCCFRAgent_1,-1,False
215,MCCFRAgent_2,1,True
216,MCCFRAgent_1,-4,False
216,MCCFRAgent_2,4,True
217,MCCFRAgent_1,2,True
217,MCCFRAgent_2,-2,False
218,MCCFRAgent_1,2,True
218,MCCFRAgent_2,-2,False
219,MCCFRAgent_1,2,True
219,MCCFRAgent_2,-2,False
220,MCCFRAgent_1,2,True
220,MCCFRAgent_2,-2,False
221,MCCFRAgent_1,2,True
221,MCCFRAgent_2,-2,False
222,MCCFRAgent_1,2,True
222,MCCFRAgent_2,-2,False
223,MCCFRAgent_1,-4,False
223,MCCFRAgent_2,4,True
224,MCCFRAgent_1,-16,False
224,MCCFRAgent_2,16,True
225,MCCFRAgent_1,2,True
